"ecosystem_type","name2","realm","metric","value"
"Soft Bottom","HALELEA","Marine","dir_2013_2016",0
"Soft Bottom","HALELEA","Marine","dir_2013_2019",0
"Soft Bottom","HALELEA","Marine","dir_2016_2019",0
"Soft Bottom","HALELEA","Marine","pct_change_2013_2016",0
"Soft Bottom","HALELEA","Marine","pct_change_2013_2019",0
"Soft Bottom","HALELEA","Marine","pct_change_2016_2019",0
"Soft Bottom","HAMAKUALOA","Marine","area_km2_2013",1.9
"Soft Bottom","HAMAKUALOA","Marine","area_km2_2016",1.9
"Soft Bottom","HAMAKUALOA","Marine","area_km2_2019",1.9
"Soft Bottom","HAMAKUALOA","Marine","change_km2_2013_2016",0
"Soft Bottom","HAMAKUALOA","Marine","change_km2_2013_2019",0
"Soft Bottom","HAMAKUALOA","Marine","change_km2_2016_2019",0
"Soft Bottom","HAMAKUALOA","Marine","dir_2013_2016",0
"Soft Bottom","HAMAKUALOA","Marine","dir_2013_2019",0
"Soft Bottom","HAMAKUALOA","Marine","dir_2016_2019",0
"Soft Bottom","HAMAKUALOA","Marine","pct_change_2013_2016",0
"Soft Bottom","HAMAKUALOA","Marine","pct_change_2013_2019",0
"Soft Bottom","HAMAKUALOA","Marine","pct_change_2016_2019",0
"Soft Bottom","HAMAKUAPOKO","Marine","area_km2_2013",1.98
"Soft Bottom","HAMAKUAPOKO","Marine","area_km2_2016",1.98
"Soft Bottom","HAMAKUAPOKO","Marine","area_km2_2019",1.98
"Soft Bottom","HAMAKUAPOKO","Marine","change_km2_2013_2016",0
"Soft Bottom","HAMAKUAPOKO","Marine","change_km2_2013_2019",0
"Soft Bottom","HAMAKUAPOKO","Marine","change_km2_2016_2019",0
"Soft Bottom","HAMAKUAPOKO","Marine","dir_2013_2016",0
"Soft Bottom","HAMAKUAPOKO","Marine","dir_2013_2019",0
"Soft Bottom","HAMAKUAPOKO","Marine","dir_2016_2019",0
"Soft Bottom","HAMAKUAPOKO","Marine","pct_change_2013_2016",0
"Soft Bottom","HAMAKUAPOKO","Marine","pct_change_2013_2019",0
"Soft Bottom","HAMAKUAPOKO","Marine","pct_change_2016_2019",0
"Soft Bottom","HANA","Marine","area_km2_2013",0.88
"Soft Bottom","HANA","Marine","area_km2_2016",0.88
"Soft Bottom","HANA","Marine","area_km2_2019",0.88
"Soft Bottom","HANA","Marine","change_km2_2013_2016",0
"Soft Bottom","HANA","Marine","change_km2_2013_2019",0
"Soft Bottom","HANA","Marine","change_km2_2016_2019",0
"Soft Bottom","HANA","Marine","dir_2013_2016",0
"Soft Bottom","HANA","Marine","dir_2013_2019",0
"Soft Bottom","HANA","Marine","dir_2016_2019",0
"Soft Bottom","HANA","Marine","pct_change_2013_2016",0
"Soft Bottom","HANA","Marine","pct_change_2013_2019",0
"Soft Bottom","HANA","Marine","pct_change_2016_2019",0
"Soft Bottom","HILO","Marine","area_km2_2013",4.64
"Soft Bottom","HILO","Marine","area_km2_2016",4.64
"Soft Bottom","HILO","Marine","area_km2_2019",4.64
"Soft Bottom","HILO","Marine","change_km2_2013_2016",0
"Soft Bottom","HILO","Marine","change_km2_2013_2019",0
"Soft Bottom","HILO","Marine","change_km2_2016_2019",0
"Soft Bottom","HILO","Marine","dir_2013_2016",0
"Soft Bottom","HILO","Marine","dir_2013_2019",0
"Soft Bottom","HILO","Marine","dir_2016_2019",0
"Soft Bottom","HILO","Marine","pct_change_2013_2016",0
"Soft Bottom","HILO","Marine","pct_change_2013_2019",0
"Soft Bottom","HILO","Marine","pct_change_2016_2019",0
"Soft Bottom","HONUAULA","Marine","area_km2_2013",9.32
"Soft Bottom","HONUAULA","Marine","area_km2_2016",9.32
"Soft Bottom","HONUAULA","Marine","area_km2_2019",9.32
"Soft Bottom","HONUAULA","Marine","change_km2_2013_2016",0
"Soft Bottom","HONUAULA","Marine","change_km2_2013_2019",0
"Soft Bottom","HONUAULA","Marine","change_km2_2016_2019",0
"Soft Bottom","HONUAULA","Marine","dir_2013_2016",0
"Soft Bottom","HONUAULA","Marine","dir_2013_2019",0
"Soft Bottom","HONUAULA","Marine","dir_2016_2019",0
"Soft Bottom","HONUAULA","Marine","pct_change_2013_2016",0
"Soft Bottom","HONUAULA","Marine","pct_change_2013_2019",0
"Soft Bottom","HONUAULA","Marine","pct_change_2016_2019",0
"Soft Bottom","KAANAPALI","Marine","area_km2_2013",11.47
"Soft Bottom","KAANAPALI","Marine","area_km2_2016",11.47
"Soft Bottom","KAANAPALI","Marine","area_km2_2019",11.47
"Soft Bottom","KAANAPALI","Marine","change_km2_2013_2016",0
"Soft Bottom","KAANAPALI","Marine","change_km2_2013_2019",0
"Soft Bottom","KAANAPALI","Marine","change_km2_2016_2019",0
"Soft Bottom","KAANAPALI","Marine","dir_2013_2016",0
"Soft Bottom","KAANAPALI","Marine","dir_2013_2019",0
"Soft Bottom","KAANAPALI","Marine","dir_2016_2019",0
"Soft Bottom","KAANAPALI","Marine","pct_change_2013_2016",0
"Soft Bottom","KAANAPALI","Marine","pct_change_2013_2019",0
"Soft Bottom","KAANAPALI","Marine","pct_change_2016_2019",0
"Soft Bottom","KALAWA","Marine","area_km2_2013",0.03
"Soft Bottom","KALAWA","Marine","area_km2_2016",0.03
"Soft Bottom","KALAWA","Marine","area_km2_2019",0.03
"Soft Bottom","KALAWA","Marine","change_km2_2013_2016",0
"Soft Bottom","KALAWA","Marine","change_km2_2013_2019",0
"Soft Bottom","KALAWA","Marine","change_km2_2016_2019",0
"Soft Bottom","KALAWA","Marine","dir_2013_2016",0
"Soft Bottom","KALAWA","Marine","dir_2013_2019",0
"Soft Bottom","KALAWA","Marine","dir_2016_2019",0
"Soft Bottom","KALAWA","Marine","pct_change_2013_2016",0
"Soft Bottom","KALAWA","Marine","pct_change_2013_2019",0
"Soft Bottom","KALAWA","Marine","pct_change_2016_2019",0
"Soft Bottom","KALUAKOI","Marine","area_km2_2013",15.5
"Soft Bottom","KALUAKOI","Marine","area_km2_2016",15.5
"Soft Bottom","KALUAKOI","Marine","area_km2_2019",15.5
"Soft Bottom","KALUAKOI","Marine","change_km2_2013_2016",0
"Soft Bottom","KALUAKOI","Marine","change_km2_2013_2019",0
"Soft Bottom","KALUAKOI","Marine","change_km2_2016_2019",0
"Soft Bottom","KALUAKOI","Marine","dir_2013_2016",0
"Soft Bottom","KALUAKOI","Marine","dir_2013_2019",0
"Soft Bottom","KALUAKOI","Marine","dir_2016_2019",0
"Soft Bottom","KALUAKOI","Marine","pct_change_2013_2016",0
"Soft Bottom","KALUAKOI","Marine","pct_change_2013_2019",0
"Soft Bottom","KALUAKOI","Marine","pct_change_2016_2019",0
"Soft Bottom","KAU","Marine","area_km2_2013",0.46
"Soft Bottom","KAU","Marine","area_km2_2016",0.46
"Soft Bottom","KAU","Marine","area_km2_2019",0.46
"Soft Bottom","KAU","Marine","change_km2_2013_2016",0
"Soft Bottom","KAU","Marine","change_km2_2013_2019",0
"Soft Bottom","KAU","Marine","change_km2_2016_2019",0
"Soft Bottom","KAU","Marine","dir_2013_2016",0
"Soft Bottom","KAU","Marine","dir_2013_2019",0
"Soft Bottom","KAU","Marine","dir_2016_2019",0
"Soft Bottom","KAU","Marine","pct_change_2013_2016",0
"Soft Bottom","KAU","Marine","pct_change_2013_2019",0
"Soft Bottom","KAU","Marine","pct_change_2016_2019",0
"Soft Bottom","KEALALOLOA","Marine","area_km2_2013",16.63
"Soft Bottom","KEALALOLOA","Marine","area_km2_2016",16.63
"Soft Bottom","KEALALOLOA","Marine","area_km2_2019",16.63
"Soft Bottom","KEALALOLOA","Marine","change_km2_2013_2016",0
"Soft Bottom","KEALALOLOA","Marine","change_km2_2013_2019",0
"Soft Bottom","KEALALOLOA","Marine","change_km2_2016_2019",0
"Soft Bottom","KEALALOLOA","Marine","dir_2013_2016",0
"Soft Bottom","KEALALOLOA","Marine","dir_2013_2019",0
"Soft Bottom","KEALALOLOA","Marine","dir_2016_2019",0
"Soft Bottom","KEALALOLOA","Marine","pct_change_2013_2016",0
"Soft Bottom","KEALALOLOA","Marine","pct_change_2013_2019",0
"Soft Bottom","KEALALOLOA","Marine","pct_change_2016_2019",0
